,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,neighborhood
1,VkOPEs94JE2XD5_6WCXjcw,ambakity-cocina-mexicana-seattle,Ambakity Cocina Mexicana,https://s3-media4.fl.yelpcdn.com/bphoto/2ehwVx2NFqbY6iBkJubAIA/o.jpg,False,https://www.yelp.com/biz/ambakity-cocina-mexicana-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,135.0,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,"{'latitude': 47.52682, 'longitude': -122.31514}",['delivery'],$$,"{'address1': '8515 14th Ave S', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98108', 'country': 'US', 'state': 'WA', 'display_address': ['8515 14th Ave S', 'Seattle, WA 98108']}",+12062575483,(206) 257-5483,652.1081121516619,South Park
2,z4c0A1gfQOkcy4Y4NLtYGA,mjs-tastys-chicken-waffles-and-bbq-seattle,Mj's Tasty's Chicken Waffles & BBQ,https://s3-media3.fl.yelpcdn.com/bphoto/CZhsboh1fb8fQyXuTE_KLg/o.jpg,False,https://www.yelp.com/biz/mjs-tastys-chicken-waffles-and-bbq-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,1.0,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'waffles', 'title': 'Waffles'}, {'alias': 'bbq', 'title': 'Barbeque'}]",5.0,"{'latitude': 47.52623, 'longitude': -122.315136}",[],,"{'address1': '8603 14th Ave S', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98108', 'country': 'US', 'state': 'WA', 'display_address': ['8603 14th Ave S', 'Seattle, WA 98108']}",+12063560468,(206) 356-0468,669.4257227873557,South Park
3,wqww7beJXveaMDlMZ1F9Xw,uncle-eddies-seattle,Uncle Eddie's,https://s3-media2.fl.yelpcdn.com/bphoto/OAl8WNdx41rwzByio5_8Qg/o.jpg,False,https://www.yelp.com/biz/uncle-eddies-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,101.0,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.5,"{'latitude': 47.52631, 'longitude': -122.3151098}","['delivery', 'pickup']",$$,"{'address1': '8601 14th Ave S', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98108', 'country': 'US', 'state': 'WA', 'display_address': ['8601 14th Ave S', 'Seattle, WA 98108']}",+12066863254,(206) 686-3254,668.6505650301166,South Park
4,DULfZDXKWLmX7MIH0J04yg,calozzis-cheesesteaks-seattle-3,Calozzi's Cheesesteaks,https://s3-media3.fl.yelpcdn.com/bphoto/KSM6COdfALzUXcnXbKq1GA/o.jpg,False,https://www.yelp.com/biz/calozzis-cheesesteaks-seattle-3?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,280.0,"[{'alias': 'cheesesteaks', 'title': 'Cheesesteaks'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 47.540249, 'longitude': -122.3228454}",['delivery'],$$,"{'address1': '7016 E Marginal Way S', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98108', 'country': 'US', 'state': 'WA', 'display_address': ['7016 E Marginal Way S', 'Seattle, WA 98108']}",+12067621777,(206) 762-1777,1356.181905619746,South Park
5,xp885BFjOjLp4UNBTEa3pQ,south-town-pie-seattle,South Town Pie,https://s3-media3.fl.yelpcdn.com/bphoto/44oj5qG7PEuegyL6Q_zreg/o.jpg,False,https://www.yelp.com/biz/south-town-pie-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,73.0,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 47.52605, 'longitude': -122.3151}",['delivery'],$$,"{'address1': '8611 14th Ave S', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98108', 'country': 'US', 'state': 'WA', 'display_address': ['8611 14th Ave S', 'Seattle, WA 98108']}",+12065357166,(206) 535-7166,672.2652169994317,South Park
6,MCJVkmFOfsgzeZsqAlzLTg,saigon-sandwiches-and-pho-seattle,Saigon Sandwiches & Pho,https://s3-media2.fl.yelpcdn.com/bphoto/OORa0QS_OVPq2npMfxI1IQ/o.jpg,False,https://www.yelp.com/biz/saigon-sandwiches-and-pho-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,34.0,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 47.52359037532, 'longitude': -122.315171776644}",['delivery'],$,"{'address1': '8909 14th Ave S', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98108', 'country': 'US', 'state': 'WA', 'display_address': ['8909 14th Ave S', 'Seattle, WA 98108']}",+12064309507,(206) 430-9507,806.594801001265,South Park
7,JayMJQHdnpodHt6sGR5INA,taqueria-el-rincon-express-seattle,Taqueria El Rincon Express,https://s3-media4.fl.yelpcdn.com/bphoto/Oyfh1ZlW6035gpd-Nqn9Kw/o.jpg,False,https://www.yelp.com/biz/taqueria-el-rincon-express-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,4.0,"[{'alias': 'mexican', 'title': 'Mexican'}]",5.0,"{'latitude': 47.52526, 'longitude': -122.31515}",['delivery'],,"{'address1': '8709 14th Ave S', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98108', 'country': 'US', 'state': 'WA', 'display_address': ['8709 14th Ave S', 'Seattle, WA 98108']}",+12062575355,(206) 257-5355,709.4207957690655,South Park
8,uPZjex4FkiosDR80WU6RtQ,nuevo-amanecer-pupuseria-seattle,Nuevo Amanecer Pupuseria,https://s3-media2.fl.yelpcdn.com/bphoto/YnZLr18u740AX7m6l4VIsw/o.jpg,False,https://www.yelp.com/biz/nuevo-amanecer-pupuseria-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,2.0,"[{'alias': 'salvadoran', 'title': 'Salvadoran'}, {'alias': 'mexican', 'title': 'Mexican'}]",4.5,"{'latitude': 47.52526, 'longitude': -122.31515}",[],,"{'address1': '8709 14th Ave S', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98108', 'country': 'US', 'state': 'WA', 'display_address': ['8709 14th Ave S', 'Seattle, WA 98108']}",+12062575355,(206) 257-5355,710.1743473468852,South Park
9,gJIbeizhBxrAjR0NMzeS_Q,taqueria-el-rincon-seattle,Taqueria El Rincon,https://s3-media2.fl.yelpcdn.com/bphoto/NJIj8Ilg6ifM-v9DpwvBvg/o.jpg,False,https://www.yelp.com/biz/taqueria-el-rincon-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,42.0,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",4.0,"{'latitude': 47.5241394042969, 'longitude': -122.315322875977}",['delivery'],$,"{'address1': '8819 14th Ave S', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98108', 'country': 'US', 'state': 'WA', 'display_address': ['8819 14th Ave S', 'Seattle, WA 98108']}",+12067627227,(206) 762-7227,756.5597897820345,South Park
10,b6hzRPCu_T3wneV3G1ha8A,breaktime-deli-and-cafe-seattle,Breaktime Deli and Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/sRy6xmijMmaSkgTKuaHhJw/o.jpg,False,https://www.yelp.com/biz/breaktime-deli-and-cafe-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,11.0,"[{'alias': 'delis', 'title': 'Delis'}]",4.0,"{'latitude': 47.5258029788846, 'longitude': -122.330636733983}",['delivery'],$,"{'address1': '309 S Cloverdale St', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98108', 'country': 'US', 'state': 'WA', 'display_address': ['309 S Cloverdale St', 'Seattle, WA 98108']}",+12067645068,(206) 764-5068,583.2137480020234,South Park
11,OdaQKH5mYQYcr7qAeliX8w,muy-macho-mexican-grill-food-truck-seattle-3,Muy Macho Mexican Grill -Food Truck,https://s3-media4.fl.yelpcdn.com/bphoto/vqWM9ouGhfcxOERnOlzcNw/o.jpg,False,https://www.yelp.com/biz/muy-macho-mexican-grill-food-truck-seattle-3?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,10.0,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'mexican', 'title': 'Mexican'}]",4.5,"{'latitude': 47.5272021406843, 'longitude': -122.314984150586}",['delivery'],,"{'address1': '8491 14th Ave S', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98108', 'country': 'US', 'state': 'WA', 'display_address': ['8491 14th Ave S', 'Seattle, WA 98108']}",+12063353953,(206) 335-3953,656.0399323579363,South Park
12,MNsQEqvOoeyPcHIJGgZmRw,mi-fondita-del-itsmo-seattle,Mi Fondita del Itsmo,https://s3-media2.fl.yelpcdn.com/bphoto/_2vPKDjlfHfh5cpjAnyHDQ/o.jpg,False,https://www.yelp.com/biz/mi-fondita-del-itsmo-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,16.0,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,"{'latitude': 47.5266213615032, 'longitude': -122.315053716302}",['delivery'],$$,"{'address1': '8525 14th Ave S', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98108', 'country': 'US', 'state': 'WA', 'display_address': ['8525 14th Ave S', 'Seattle, WA 98108']}",+12067473681,(206) 747-3681,663.4673852262147,South Park
13,bBk27k-WUgpt7cwEzBrPnQ,jalisco-restaurant-seattle,Jalisco Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/A39wVZ0RXQ-pPba0G6gL_A/o.jpg,False,https://www.yelp.com/biz/jalisco-restaurant-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,81.0,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.5,"{'latitude': 47.52672, 'longitude': -122.31511}",['delivery'],$$,"{'address1': '8517 14th Ave S', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98108', 'country': 'US', 'state': 'WA', 'display_address': ['8517 14th Ave S', 'Seattle, WA 98108']}",+12067671943,(206) 767-1943,656.0049110820939,South Park
14,q8pevDpgmrl0kVKUgCvtzA,el-buen-sabor-seattle-3,El Buen Sabor,https://s3-media2.fl.yelpcdn.com/bphoto/TqwU4oM_2nEduH3Al92fpg/o.jpg,False,https://www.yelp.com/biz/el-buen-sabor-seattle-3?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,2.0,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'salvadoran', 'title': 'Salvadoran'}]",5.0,"{'latitude': 47.52765, 'longitude': -122.31537}",[],,"{'address1': '8456 Dallas Ave S', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98108', 'country': 'US', 'state': 'WA', 'display_address': ['8456 Dallas Ave S', 'Seattle, WA 98108']}",+12064879533,(206) 487-9533,620.0049229791399,South Park
15,1Y1Jw8qmVjbHEGbYCFIPUg,tastys-t-and-ms-seattle,Tastys T & M's,https://s3-media2.fl.yelpcdn.com/bphoto/I6AZbgwU-Egr6UvzBkmPWA/o.jpg,False,https://www.yelp.com/biz/tastys-t-and-ms-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,43.0,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'waffles', 'title': 'Waffles'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.5,"{'latitude': 47.52616, 'longitude': -122.3151}","['delivery', 'pickup']",$,"{'address1': '8605 14th Ave S', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98108', 'country': 'US', 'state': 'WA', 'display_address': ['8605 14th Ave S', 'Seattle, WA 98108']}",,,670.6176044124871,South Park
16,Z5WBdAEyNyXSHwEymUSS2g,subway-seattle-121,Subway,https://s3-media2.fl.yelpcdn.com/bphoto/QVdhFz1km3rn_1fheoJnhg/o.jpg,False,https://www.yelp.com/biz/subway-seattle-121?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,16.0,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",2.5,"{'latitude': 47.5240625179219, 'longitude': -122.315472663423}",[],$,"{'address1': '8819 14th Ave S', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98108', 'country': 'US', 'state': 'WA', 'display_address': ['8819 14th Ave S', 'Seattle, WA 98108']}",+12067623300,(206) 762-3300,756.9265964564091,South Park
0,2hrJri9OvhI5Hw4-V5njRA,capsule-cafe-seattle,Capsule Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/kkcl7yz2GIJSLyN_hf9IVA/o.jpg,False,https://www.yelp.com/biz/capsule-cafe-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,6.0,"[{'alias': 'taiwanese', 'title': 'Taiwanese'}, {'alias': 'panasian', 'title': 'Pan Asian'}]",5.0,"{'latitude': 47.66144, 'longitude': -122.31341}",[],,"{'address1': '4507 University Way', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98105', 'country': 'US', 'state': 'WA', 'display_address': ['4507 University Way', 'Seattle, WA 98105']}",,,200.33606860858748,University District
1,5m5wgAfEd5uA-XIUOmxMpA,time-bistro-seattle,Time Bistro,https://s3-media1.fl.yelpcdn.com/bphoto/Di2hDDyt5pZxoN8PXW7ylA/o.jpg,False,https://www.yelp.com/biz/time-bistro-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,22.0,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",4.5,"{'latitude': 47.66236, 'longitude': -122.31343}","['delivery', 'pickup']",$$,"{'address1': '4537B University Way NE', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98105', 'country': 'US', 'state': 'WA', 'display_address': ['4537B University Way NE', 'Seattle, WA 98105']}",+12066399972,(206) 639-9972,103.76098295755469,University District
2,JXRZqx7qpqmvMt5K10djAA,chi-mac-seattle,Chi Mac,https://s3-media1.fl.yelpcdn.com/bphoto/RGazer5zRR4DMDcoXmNrCw/o.jpg,False,https://www.yelp.com/biz/chi-mac-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,424.0,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",4.0,"{'latitude': 47.66208, 'longitude': -122.31344}",['delivery'],$$,"{'address1': '4525 University Way NE', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98105', 'country': 'US', 'state': 'WA', 'display_address': ['4525 University Way NE', 'Seattle, WA 98105']}",+12065475151,(206) 547-5151,142.58288008842837,University District
3,13YPvorRFcpVNoRxkKntGQ,bugis-seattle-3,Bugis,https://s3-media1.fl.yelpcdn.com/bphoto/y7gK7T0-PCaQjzqa1KFXjA/o.jpg,False,https://www.yelp.com/biz/bugis-seattle-3?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,76.0,"[{'alias': 'korean', 'title': 'Korean'}]",4.5,"{'latitude': 47.659554, 'longitude': -122.3134505}",[],$$,"{'address1': '4241 NE University Way', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98105', 'country': 'US', 'state': 'WA', 'display_address': ['4241 NE University Way', 'Seattle, WA 98105']}",+14253934493,(425) 393-4493,420.4821780456451,University District
4,NCDpIDp2f-DhPO5sL5Hbdw,xian-noodles-seattle-4,Xi'an Noodles,https://s3-media4.fl.yelpcdn.com/bphoto/3uhEU76TN3vvWRbtcG8Xyg/o.jpg,False,https://www.yelp.com/biz/xian-noodles-seattle-4?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,819.0,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'hotpot', 'title': 'Hot Pot'}]",4.0,"{'latitude': 47.66815, 'longitude': -122.31319}",['delivery'],$,"{'address1': '5259 University Way NE', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98105', 'country': 'US', 'state': 'WA', 'display_address': ['5259 University Way NE', 'Seattle, WA 98105']}",+12065228888,(206) 522-8888,536.317638001626,University District
5,0gBA7yFpIK1FiqyAZMaacg,six-pack-foods-seattle,Six Pack Foods,https://s3-media3.fl.yelpcdn.com/bphoto/TgfwPjWuM692AjeSzWxH-A/o.jpg,False,https://www.yelp.com/biz/six-pack-foods-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,21.0,"[{'alias': 'chinese', 'title': 'Chinese'}]",4.0,"{'latitude': 47.66526667, 'longitude': -122.31281333}",[],$$,"{'address1': '5000 University Way NE', 'address2': 'Ste A', 'address3': '', 'city': 'Seattle', 'zip_code': '98105', 'country': 'US', 'state': 'WA', 'display_address': ['5000 University Way NE', 'Ste A', 'Seattle, WA 98105']}",+12066952883,(206) 695-2883,193.45755891888604,University District
6,mpDxom2AkH4eNUXrHMJuCA,panda-noodle-bar-seattle,Panda Noodle Bar,https://s3-media4.fl.yelpcdn.com/bphoto/7ehbjE0IhjYvQVzOO7IsjA/o.jpg,False,https://www.yelp.com/biz/panda-noodle-bar-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,13.0,"[{'alias': 'noodles', 'title': 'Noodles'}]",5.0,"{'latitude': 47.6616247537657, 'longitude': -122.312727627335}",[],,"{'address1': '4508 University Way NE', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98105', 'country': 'US', 'state': 'WA', 'display_address': ['4508 University Way NE', 'Seattle, WA 98105']}",+12065472445,(206) 547-2445,195.97855447848414,University District
7,9YeSEzr8HZMCuQlAyr8FPw,thai-tom-seattle,Thai Tom,https://s3-media2.fl.yelpcdn.com/bphoto/XVx-o5ko-r2r7ifFCzoXnA/o.jpg,False,https://www.yelp.com/biz/thai-tom-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,2189.0,"[{'alias': 'thai', 'title': 'Thai'}]",3.5,"{'latitude': 47.662455, 'longitude': -122.3132706}",[],$,"{'address1': '4543 University Way NE', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98105', 'country': 'US', 'state': 'WA', 'display_address': ['4543 University Way NE', 'Seattle, WA 98105']}",+12065489548,(206) 548-9548,98.08019927153704,University District
8,bmcF-NagriWMUTcMEpe_2Q,bian-dumpling-seattle,Bian Dumpling,https://s3-media4.fl.yelpcdn.com/bphoto/UzTHcP3Nx0m849uN1gB4GQ/o.jpg,False,https://www.yelp.com/biz/bian-dumpling-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,15.0,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.5,"{'latitude': 47.66015, 'longitude': -122.3134}",[],,"{'address1': '4311 University Way NE', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98105', 'country': 'US', 'state': 'WA', 'display_address': ['4311 University Way NE', 'Seattle, WA 98105']}",,,350.8446813544371,University District
9,gVJgVlEsWul-QbAcMiupzg,u-don-fresh-japanese-noodle-station-seattle-6,U:Don Fresh Japanese Noodle Station,https://s3-media2.fl.yelpcdn.com/bphoto/NBEDVkCsx1QTdXhLHQRlGw/o.jpg,False,https://www.yelp.com/biz/u-don-fresh-japanese-noodle-station-seattle-6?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,682.0,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.0,"{'latitude': 47.6617673, 'longitude': -122.3134035}","['delivery', 'pickup']",$$,"{'address1': '4515 University Way NE', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98105', 'country': 'US', 'state': 'WA', 'display_address': ['4515 University Way NE', 'Seattle, WA 98105']}",+12064533788,(206) 453-3788,174.3505301675554,University District
10,sksVCruP-vlq4TprGHeM8A,itadakimasu-seattle,Itadakimasu,https://s3-media4.fl.yelpcdn.com/bphoto/f8dJZiWAIel1CGLhZQYZMQ/o.jpg,False,https://www.yelp.com/biz/itadakimasu-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,370.0,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'hawaiian', 'title': 'Hawaiian'}]",4.0,"{'latitude': 47.664349, 'longitude': -122.314514}",['delivery'],$$,"{'address1': '4743 Brooklyn Ave NE', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98105', 'country': 'US', 'state': 'WA', 'display_address': ['4743 Brooklyn Ave NE', 'Seattle, WA 98105']}",+12066590722,(206) 659-0722,141.74784153729448,University District
11,sy7MqDXgRw7gRPRTQNivDg,koa-seattle,Koa,https://s3-media1.fl.yelpcdn.com/bphoto/EKPvrq35_FnLsw5EdDb_3Q/o.jpg,False,https://www.yelp.com/biz/koa-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,41.0,"[{'alias': 'hawaiian', 'title': 'Hawaiian'}, {'alias': 'japacurry', 'title': 'Japanese Curry'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,"{'latitude': 47.66467, 'longitude': -122.3129}",[],$,"{'address1': '4754 University Way NE', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98105', 'country': 'US', 'state': 'WA', 'display_address': ['4754 University Way NE', 'Seattle, WA 98105']}",+12062680069,(206) 268-0069,149.68054720071785,University District
12,jzZatlgnWJfdTT_hY7NHLw,taste-of-xian-seattle,Taste of Xi'an,https://s3-media4.fl.yelpcdn.com/bphoto/TkINmDWAoDUKaCro3qX9vg/o.jpg,False,https://www.yelp.com/biz/taste-of-xian-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,327.0,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.0,"{'latitude': 47.66196, 'longitude': -122.31345}",['delivery'],$$,"{'address1': '4523 University Way NE', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98105', 'country': 'US', 'state': 'WA', 'display_address': ['4523 University Way NE', 'Seattle, WA 98105']}",+12062319999,(206) 231-9999,151.9379762058113,University District
13,30ZC6AzyPyUBLC9MOmrA8A,tasty-pot-seattle,Tasty Pot,https://s3-media4.fl.yelpcdn.com/bphoto/0ABXOjik_JB2W4SPnAuIuw/o.jpg,False,https://www.yelp.com/biz/tasty-pot-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,7.0,"[{'alias': 'taiwanese', 'title': 'Taiwanese'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'hotpot', 'title': 'Hot Pot'}]",3.0,"{'latitude': 47.66166, 'longitude': -122.31345}",[],,"{'address1': '4509 University Way NE', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98105', 'country': 'US', 'state': 'WA', 'display_address': ['4509 University Way NE', 'Seattle, WA 98105']}",,,190.435149006776,University District
14,lnhKk82pyocPND0lhwq-mQ,bczhang-seattle,BCZhang,https://s3-media1.fl.yelpcdn.com/bphoto/kLEOgqqCWVxcojeiQ9EIjg/o.jpg,False,https://www.yelp.com/biz/bczhang-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,48.0,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'creperies', 'title': 'Creperies'}]",3.5,"{'latitude': 47.663973, 'longitude': -122.312758}",['delivery'],,"{'address1': '4730 University Way NE', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98105', 'country': 'US', 'state': 'WA', 'display_address': ['4730 University Way NE', 'Seattle, WA 98105']}",+14256157905,(425) 615-7905,84.05490719137784,University District
