,id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,cuisine,latitude,longitude,address1,address2,address3,city,zip_code,state,country
91,wBTCvhyi_aq0vbsB8xgBoQ,chilolos-tacos-seattle-2,Chilolos Tacos,https://s3-media4.fl.yelpcdn.com/bphoto/I9qveH-HFYRlPEsCakZJjQ/o.jpg,False,https://www.yelp.com/biz/chilolos-tacos-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,88.0,"[{'alias': 'tacos', 'title': 'Tacos'}]",5.0,['delivery'],$,+12062574056,(206) 257-4056,9056.852006758028,mexican,47.5440817,-122.3291524,6538 4th Ave S,,,Seattle,98108,WA,US
94,3xhRHmsj-SR7TycizmeBuw,nacho-borracho-seattle,Nacho Borracho,https://s3-media1.fl.yelpcdn.com/bphoto/CqpJLYVAcEYGQ46p9zHJ7A/o.jpg,False,https://www.yelp.com/biz/nacho-borracho-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,215.0,"[{'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'mexican', 'title': 'Mexican'}]",3.5,['delivery'],$$,+12064662434,(206) 466-2434,1217.0973139025518,mexican,47.620197,-122.321238,209 Broadway E,,,Seattle,98102,WA,US
95,p63XrFaLuIEaLQVtNDsYfg,taqueria-3-reyes-seattle,Taqueria 3 Reyes,https://s3-media4.fl.yelpcdn.com/bphoto/30577rPf_mOyyQJzdmcpjQ/o.jpg,False,https://www.yelp.com/biz/taqueria-3-reyes-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,6.0,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,[],,+12063843514,(206) 384-3514,2655.141580513758,mexican,47.612701,-122.305351,2015 E Union St,,,Seattle,98122,WA,US
96,Nc0XTpQl8ABTczfpjYxpnw,el-sombrero-family-mexican-restaurant-seattle,El Sombrero Family Mexican Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/smbDXkWV4k0dxlXLXErTKw/o.jpg,False,https://www.yelp.com/biz/el-sombrero-family-mexican-restaurant-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,219.0,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,['delivery'],$$,+12067221717,(206) 722-1717,8397.93514585066,mexican,47.5579964696067,-122.285048877513,4868 Rainier Ave S,,,Seattle,98118,WA,US
97,9E-jNy2XgjA1_KysA0wS6Q,taqueria-el-ranchero-seattle,Taqueria El Ranchero,https://s3-media3.fl.yelpcdn.com/bphoto/1o41ZFrqMEvcNseJEL2Sfg/o.jpg,False,https://www.yelp.com/biz/taqueria-el-ranchero-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,19.0,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'mexican', 'title': 'Mexican'}]",4.5,[],$,+12066617543,(206) 661-7543,3285.7404635748294,mexican,47.598486,-122.317478,479 12th Ave S,,,Seattle,98144,WA,US
98,Wu7mPXYb4xaXf94JRdj6sg,el-borracho-ballard-seattle,El Borracho Ballard,https://s3-media1.fl.yelpcdn.com/bphoto/MJ4qZdf2Ys-iIks36dYMdA/o.jpg,False,https://www.yelp.com/biz/el-borracho-ballard-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,363.0,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'mexican', 'title': 'Mexican'}]",3.5,['delivery'],$$,+12065821974,(206) 582-1974,5998.090067569749,mexican,47.6682690957307,-122.384146749973,5465 Leary Ave NW,,,Seattle,98107,WA,US
99,fgOA9qNMzj8Ek_K9_BFSuQ,mariscos-mexico-seattle,Mariscos Mexico,https://s3-media4.fl.yelpcdn.com/bphoto/Lam4pOS0N9L4htrJMl5Rnw/o.jpg,False,https://www.yelp.com/biz/mariscos-mexico-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,48.0,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'salad', 'title': 'Salad'}]",4.5,['delivery'],$,,,1901.88659416844,mexican,47.6086751,-122.3402367,97 B Pike St,,,Seattle,98101,WA,US
1,JAowO8zNOdbuP-lm2VCYyA,mamnoon-seattle,Mamnoon,https://s3-media4.fl.yelpcdn.com/bphoto/CWTTwDIfMGdtjIkSOad_wg/o.jpg,False,https://www.yelp.com/biz/mamnoon-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,952.0,"[{'alias': 'lebanese', 'title': 'Lebanese'}, {'alias': 'persian', 'title': 'Persian/Iranian'}, {'alias': 'syrian', 'title': 'Syrian'}]",4.0,"['delivery', 'pickup']",$$,+12069069606,(206) 906-9606,1360.9084482872254,mideastern,47.61435,-122.3276,1508 Melrose Ave,,,Seattle,98122,WA,US
5,9jJAPS5DUXUNnzcV6MAJFw,cafe-munir-seattle,Cafe Munir,https://s3-media4.fl.yelpcdn.com/bphoto/0cQLQ3117isB6VBFyJnJnQ/o.jpg,False,https://www.yelp.com/biz/cafe-munir-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,269.0,"[{'alias': 'lebanese', 'title': 'Lebanese'}]",4.0,['delivery'],$$,+12067834190,(206) 783-4190,7889.827329031855,mideastern,47.68696,-122.38789,2408 NW 80th St,,,Seattle,98117,WA,US
11,eiiv6V121iaiBC4N5RcCNw,gyro-and-more-seattle,Gyro & More,https://s3-media2.fl.yelpcdn.com/bphoto/WgTcN1nB2UDClAyesOU_mA/o.jpg,False,https://www.yelp.com/biz/gyro-and-more-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,16.0,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",5.0,"['delivery', 'pickup']",,+12069223821,(206) 922-3821,730.8420617906393,mideastern,47.62997,-122.34254,1205 Dexter Ave N,,,Seattle,98109,WA,US
12,sCjygKB98dDxylziq6tV9A,mint-and-olives-seattle-3,Mint & Olives,https://s3-media1.fl.yelpcdn.com/bphoto/tI9by4gwLK-Ippl0F1opcQ/o.jpg,False,https://www.yelp.com/biz/mint-and-olives-seattle-3?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,12.0,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}]",5.0,"['delivery', 'pickup']",,+12062943974,(206) 294-3974,1633.0686244993549,mideastern,47.624747,-122.357283,8 W Mercer St,,,Seattle,98119,WA,US
28,FcNZouvuNACKdKGeQPdJ1w,farvahar-persian-cafe-seattle,Farvahar Persian Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/FwprWlXxmA5akVGpCtbKbA/o.jpg,False,https://www.yelp.com/biz/farvahar-persian-cafe-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,112.0,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'persian', 'title': 'Persian/Iranian'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,['delivery'],$,+12064674892,(206) 467-4892,1815.7777131663631,mideastern,47.6095265725104,-122.341078519821,1530 Post Aly,Ste 3A,,Seattle,98101,WA,US
33,tNy2AyYGQffiK9Kp7tGewA,das-wagon-seattle,Das Wagon,https://s3-media2.fl.yelpcdn.com/bphoto/mRcBjB-aBnob421dwjDMqA/o.jpg,False,https://www.yelp.com/biz/das-wagon-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,1.0,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}]",5.0,[],,,,8734.658472472158,mideastern,47.54103,-122.35262,,,,Seattle,98106,WA,US
38,AFRcNjbiMmzCJPEK9LSkxA,kebab-seattle-2,Kebab,https://s3-media1.fl.yelpcdn.com/bphoto/41a_U3J-fv11_39P6Aow7Q/o.jpg,False,https://www.yelp.com/biz/kebab-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,6.0,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}]",1.5,[],$$,+12065885465,(206) 588-5465,1555.4644137245864,mideastern,47.612049,-122.341682,2000 2nd Ave,,,Seattle,98121,WA,US
39,4g7shYUNzEjkfpBxeT6cUg,green-tree-food-truck-seattle,Green Tree Food Truck,https://s3-media1.fl.yelpcdn.com/bphoto/Qon0Xd_VshqNES8IeyORsg/o.jpg,False,https://www.yelp.com/biz/green-tree-food-truck-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,7.0,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}]",2.5,[],$$,+16789493185,(678) 949-3185,1530.1162035385657,mideastern,47.61167,-122.334671,1506 6th Ave,,,Seattle,98119,WA,US
0,wxXMzqN0nXOMw9HYv2rhOQ,cook-weaver-seattle-2,Cook Weaver,https://s3-media3.fl.yelpcdn.com/bphoto/GAfUNhfqM8AzeHfIanklEg/o.jpg,False,https://www.yelp.com/biz/cook-weaver-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,195.0,"[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,['delivery'],$$,+12063240599,(206) 324-0599,1029.1648478015447,modern_european,47.62522,-122.32172,806 E Roy St,,,Seattle,98102,WA,US
4,II3FwRpcUzy3lKLRuaOR5w,sarajevo-restaurant-and-lounge-seattle,Sarajevo Restaurant & Lounge,https://s3-media2.fl.yelpcdn.com/bphoto/t3TxyfCJsguIArVZZrFeaA/o.jpg,False,https://www.yelp.com/biz/sarajevo-restaurant-and-lounge-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,240.0,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,['pickup'],$$,+12064489000,(206) 448-9000,1538.6045486864864,modern_european,47.6141587557771,-122.347440719604,2332 1st Ave,,,Seattle,98121,WA,US
7,I1_w8SVSOevqX-5RzXgf5A,one-world-seattle,One World,https://s3-media1.fl.yelpcdn.com/bphoto/Nz0pviFAAbEqS_M0gJDlvg/o.jpg,False,https://www.yelp.com/biz/one-world-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,13.0,"[{'alias': 'modern_european', 'title': 'Modern European'}]",5.0,[],$$,+12069344330,(206) 934-4330,1470.0346877455431,modern_european,47.616258,-122.321369,1701 Broadway,,,Seattle,98122,WA,US
0,Dr9CxgdePozHGwU4beaYGQ,ittos-tapas-seattle-4,Itto's Tapas,https://s3-media4.fl.yelpcdn.com/bphoto/4xVoSlhcyyFU4yRykSMxOQ/o.jpg,False,https://www.yelp.com/biz/ittos-tapas-seattle-4?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,292.0,"[{'alias': 'moroccan', 'title': 'Moroccan'}, {'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'spanish', 'title': 'Spanish'}]",4.5,['delivery'],$$,+12064206676,(206) 420-6676,7750.128588123778,moroccan,47.5648,-122.38655,4160 California Ave SW,,,Seattle,98116,WA,US
0,ps9ZlLoLYTfK87IjW9REfg,radiator-whiskey-seattle,Radiator Whiskey,https://s3-media4.fl.yelpcdn.com/bphoto/DgO6qKI0E2yarXN82O4WbQ/o.jpg,False,https://www.yelp.com/biz/radiator-whiskey-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,1238.0,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,[],$$,+12064674268,(206) 467-4268,1874.6459036561484,newamerican,47.60888,-122.34036,94 Pike St,Ste 30,,Seattle,98101,WA,US
1,Lw7NmZ3j-WEye97ywEmkXQ,vons-1000-spirits-seattle-4,Von's 1000 Spirits,https://s3-media4.fl.yelpcdn.com/bphoto/er5EOwSgQM0JAPI9xyWoZQ/o.jpg,False,https://www.yelp.com/biz/vons-1000-spirits-seattle-4?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,1553.0,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.5,"['delivery', 'restaurant_reservation', 'pickup']",$$,+12066218667,(206) 621-8667,2107.1519004702554,newamerican,47.606565,-122.338337,1225 1st Ave,,,Seattle,98101,WA,US
2,wDZLXV07dgigRc6XKWi1-g,sawyer-seattle-3,Sawyer,https://s3-media3.fl.yelpcdn.com/bphoto/JsHjEyQ1aZwcgdT-z0-iIg/o.jpg,False,https://www.yelp.com/biz/sawyer-seattle-3?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,309.0,"[{'alias': 'newamerican', 'title': 'American (New)'}]",4.5,['delivery'],,+12064207225,(206) 420-7225,5897.128974947979,newamerican,47.6667263139634,-122.384881256304,5309 22nd Ave NW,,,Seattle,98107,WA,US
4,YhWzCrNLz2bb4LDi7stPjQ,six-seven-restaurant-seattle-3,Six Seven Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/Ghd49qM0KtVSTOWkVD2hkw/o.jpg,False,https://www.yelp.com/biz/six-seven-restaurant-seattle-3?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,1040.0,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,[],$$$,+12062694575,(206) 269-4575,1926.2649571746763,newamerican,47.6123040331025,-122.35230088234,2411 Alaskan Way,Pier 67,,Seattle,98121,WA,US
5,orqdI_NDAdHuLNAMLhHrIg,re-public-seattle-2,Re Public,https://s3-media2.fl.yelpcdn.com/bphoto/fVzffTRca_3MOh05bXCmRQ/o.jpg,False,https://www.yelp.com/biz/re-public-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,550.0,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,['delivery'],$$,+12064675300,(206) 467-5300,379.011513628828,newamerican,47.62289,-122.33876,429 Westlake Ave N,,,Seattle,98109,WA,US
6,waY0VFsZX6c45i8hp8fNsw,local-360-seattle-2,Local 360,https://s3-media2.fl.yelpcdn.com/bphoto/q9rdAL9lCVnnk02zcibq9A/o.jpg,False,https://www.yelp.com/biz/local-360-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,3152.0,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,['delivery'],$$,+12064419360,(206) 441-9360,1553.7213873100327,newamerican,47.613448,-122.346202,2234 1st Ave,,,Seattle,98121,WA,US
7,FrHhYevaOhs40xpuOpQiHg,canlis-seattle,Canlis,https://s3-media3.fl.yelpcdn.com/bphoto/ckDxHbNcjdkR4Kr1kIE-vg/o.jpg,False,https://www.yelp.com/biz/canlis-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,1460.0,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,['pickup'],$$$$,+12062833313,(206) 283-3313,2130.343205095282,newamerican,47.6430119,-122.3467676,2576 Aurora Ave N,,,Seattle,98109,WA,US
11,UaszJCXczQ-djWsQ0ylVAA,damn-the-weather-seattle,Damn the Weather,https://s3-media2.fl.yelpcdn.com/bphoto/S_ZMho0yeYfRMi78UDHkOA/o.jpg,False,https://www.yelp.com/biz/damn-the-weather-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,449.0,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,[],$$,+12069461283,(206) 946-1283,2704.416542807441,newamerican,47.6011167,-122.3340814,116 1st Ave S,,,Seattle,98104,WA,US
12,nT3E2EORXiaX2aAvUIsVBg,swel-restaurant-seattle-2,SWeL Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/Xidn9UjLdx-HzzkI9X8aNw/o.jpg,False,https://www.yelp.com/biz/swel-restaurant-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,297.0,"[{'alias': 'newamerican', 'title': 'American (New)'}]",4.5,['delivery'],$$,+12064589815,(206) 458-9815,3058.299077225135,newamerican,47.6506701329953,-122.351689688666,3417 Evanston Ave N,Ste 104,,Seattle,98103,WA,US
13,5VVGeQdGO3wVK4Gmd-9k-Q,eden-hill-restaurant-seattle-3,Eden Hill Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/HscGZ7cfD0gQm8NMRw21yA/o.jpg,False,https://www.yelp.com/biz/eden-hill-restaurant-seattle-3?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,215.0,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,['delivery'],$$$$,+12067086836,(206) 708-6836,2196.3947966497017,newamerican,47.63876,-122.35715,2209 Queen Anne Ave N,,,Seattle,98109,WA,US
14,7Oj8IKp1pibP4huWecsQ6A,quinns-seattle,Quinn's,https://s3-media1.fl.yelpcdn.com/bphoto/KOY48oWwqrkM1JNPXT0VlQ/o.jpg,False,https://www.yelp.com/biz/quinns-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,1308.0,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'pubs', 'title': 'Pubs'}]",4.0,['delivery'],$$,+12063257711,(206) 325-7711,1770.9111570197238,newamerican,47.61386,-122.31922,1001 E Pike St,,,Seattle,98122,WA,US
15,ucG8-u7r4plZrAKbHX9_Ow,the-butchers-table-seattle,The Butcher's Table,https://s3-media3.fl.yelpcdn.com/bphoto/aPACry1_0FZPLCft8ctU2A/o.jpg,False,https://www.yelp.com/biz/the-butchers-table-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,509.0,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'butcher', 'title': 'Butcher'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,['delivery'],$$$$,+12062095990,(206) 209-5990,922.0094928453972,newamerican,47.6174,-122.33869,2121 Westlake Ave,,,Seattle,98121,WA,US
16,Dj9UJMxrhg-mOVvbG0abPA,art-of-the-table-seattle,Art of The Table,https://s3-media4.fl.yelpcdn.com/bphoto/G0-DP53X5VMvY7G4Me94yQ/o.jpg,False,https://www.yelp.com/biz/art-of-the-table-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,647.0,"[{'alias': 'newamerican', 'title': 'American (New)'}]",4.0,[],$$$$,+12062820942,(206) 282-0942,3101.544792530481,newamerican,47.6528780234499,-122.342783700594,3801 Stone Way N,,,Seattle,98103,WA,US
18,0v-RKxYMejB30CVDjU15_g,local-terry-ave-seattle-3,LOCAL Terry Ave,https://s3-media2.fl.yelpcdn.com/bphoto/7dEWcyvCQXvdJlMHX-q9mg/o.jpg,False,https://www.yelp.com/biz/local-terry-ave-seattle-3?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,332.0,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,['delivery'],$$,+12062571888,(206) 257-1888,366.9596398441209,newamerican,47.6222538,-122.3368959,404 Terry Ave N,,,Seattle,98109,WA,US
19,Mh5o8RtQNNUxhoJe6BxVkg,purple-café-and-wine-bar-seattle-3,Purple Café and Wine Bar,https://s3-media3.fl.yelpcdn.com/bphoto/21QxhWyYxnlHjOBKUysvYA/o.jpg,False,https://www.yelp.com/biz/purple-caf%C3%A9-and-wine-bar-seattle-3?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,2439.0,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.0,['delivery'],$$$,+12068292280,(206) 829-2280,1941.8428060018257,newamerican,47.60795,-122.33508,1225 4th Ave,,,Seattle,98101,WA,US
20,018rYSHznjI1lzEU9PDavA,mkt-seattle,mkt.,https://s3-media4.fl.yelpcdn.com/bphoto/xqw68AmnVJ18FYZjpjmIEw/o.jpg,False,https://www.yelp.com/biz/mkt-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,313.0,"[{'alias': 'newamerican', 'title': 'American (New)'}]",4.5,['delivery'],$$$,+12068121580,(206) 812-1580,4815.833570329356,newamerican,47.6686946,-122.3329512,2108 N 55th St,,,Seattle,98103,WA,US
23,pFjKbQE5ildUhScdJyvBHg,heartwood-provisions-seattle-3,Heartwood Provisions,https://s3-media2.fl.yelpcdn.com/bphoto/JDNCKFzbrkhIDqp0OVCHFw/o.jpg,False,https://www.yelp.com/biz/heartwood-provisions-seattle-3?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,602.0,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.0,['delivery'],$$$,+12065823505,(206) 582-3505,2219.5865403703474,newamerican,47.60553,-122.33734,1103 1st Ave,,,Seattle,98101,WA,US
24,0SShWqXD6ta6PNttsAj_BQ,lecosho-seattle-6,Lecosho,https://s3-media1.fl.yelpcdn.com/bphoto/hq_DcCJYzO81Uo-5cwX6bw/o.jpg,False,https://www.yelp.com/biz/lecosho-seattle-6?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,839.0,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,['delivery'],$$,+12066232101,(206) 623-2101,2120.286902790693,newamerican,47.606474929346,-122.3387322711,89 University St,,,Seattle,98101,WA,US
27,1SZoOxG9LH60pDITDNn0sw,olmstead-seattle,Olmstead,https://s3-media4.fl.yelpcdn.com/bphoto/6Q1uB8yaHhg1kvlpKsF21w/o.jpg,False,https://www.yelp.com/biz/olmstead-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,44.0,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,[],$$,+12065574201,(206) 557-4201,1194.8914192625632,newamerican,47.621564,-122.320628,314 Broadway E,,,Seattle,98102,WA,US
30,um4_fgtE2Wg9NLXUaNWlAw,tilth-seattle,Tilth,https://s3-media4.fl.yelpcdn.com/bphoto/LpDivWgRVwFeHuFn0PrJmw/o.jpg,False,https://www.yelp.com/biz/tilth-seattle?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,884.0,"[{'alias': 'newamerican', 'title': 'American (New)'}]",4.0,['delivery'],$$$,+12066330801,(206) 633-0801,3991.2595924216384,newamerican,47.66116,-122.34006,1411 N 45th St,,,Seattle,98103,WA,US
31,EAhPBA_qT2fe3RFk9eii3g,joey-kitchen-at-university-village-seattle-2,JOEY Kitchen At University Village,https://s3-media3.fl.yelpcdn.com/bphoto/ULRHT16DI90SviFHpkg9gw/o.jpg,False,https://www.yelp.com/biz/joey-kitchen-at-university-village-seattle-2?adjust_creative=1IljKHTYmX99yWQTpvY92g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1IljKHTYmX99yWQTpvY92g,669.0,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'lounges', 'title': 'Lounges'}]",4.0,['delivery'],$$,+12065276188,(206) 527-6188,4823.772266936869,newamerican,47.66164,-122.29969,2603 NE 46th St,,,Seattle,98105,WA,US
